date,age_range,sex,cases_confirmed,hospitalized,icu,deceases
2020-05-17,30-39,both,22639,3811,274,63
2020-05-17,40-49,both,35135,8666,740,201
2020-05-17,50-59,both,42794,14075,1562,611
2020-05-17,60-69,both,34360,17264,2534,1695
2020-05-17,70-79,both,32443,20794,2261,4632
2020-05-17,80-89,both,37463,18842,332,7872
2020-05-17,90 y +,both,18316,6346,56,4082
2020-05-17,Total,both,239125,91831,7910,19186
2020-05-17,0-9,women,409,128,12,1
2020-05-17,10-19,women,893,141,10,3
2020-05-17,20-29,women,9045,788,39,9
2020-05-17,30-39,women,14297,1876,105,22
2020-05-17,40-49,women,20747,3640,229,70
2020-05-17,50-59,women,24479,5778,451,177
2020-05-17,60-69,women,16506,6811,725,497
2020-05-17,70-79,women,14533,8398,688,1468
2020-05-17,80-89,women,21805,9093,146,3500
2020-05-17,90 y +,women,13195,3889,35,2493
2020-05-17,Total,women,135909,40542,2440,8240
2020-05-17,0-9,men,463,151,27,1
2020-05-17,10-19,men,736,136,13,2
2020-05-17,20-29,men,4395,688,50,14
2020-05-17,30-39,men,8309,1930,169,41
2020-05-17,40-49,men,14352,5026,511,131
2020-05-17,50-59,men,18281,8295,1110,434
2020-05-17,60-69,men,17828,10449,1809,1198
2020-05-17,70-79,men,17889,12389,1573,3164
2020-05-17,80-89,men,15625,9740,186,4372
2020-05-17,90 y +,men,5105,2455,21,1589
2020-05-17,Total,men,102983,51259,5469,10946
2020-05-22,0-9,both,998,280,40,2
2020-05-22,10-19,both,1861,284,23,5
2020-05-22,20-29,both,14562,1470,83,24
2020-05-22,30-39,both,24075,3875,256,63
2020-05-22,40-49,both,36872,8752,708,217
2020-05-22,50-59,both,44591,14282,1535,657
2020-05-22,60-69,both,35713,17479,2491,1822
2020-05-22,70-79,both,33814,20900,2204,4887
2020-05-22,80-89,both,39909,18881,324,8458
2020-05-22,90 y +,both,19888,6369,57,4417
2020-05-22,Total,both,252283,92572,7721,20552
2020-05-22,0-9,women,432,125,12,1
2020-05-22,10-19,women,950,134,7,2
2020-05-22,20-29,women,9573,772,34,9
2020-05-22,30-39,women,14891,1888,90,21
2020-05-22,40-49,women,21490,3619,213,77
2020-05-22,50-59,women,25141,5857,436,191
2020-05-22,60-69,women,16944,6854,695,540
2020-05-22,70-79,women,15093,8427,675,1565
2020-05-22,80-89,women,23180,9116,146,3795
2020-05-22,90 y +,women,14289,3863,35,2727
2020-05-22,Total,women,141983,40655,2343,8928
2020-05-22,0-9,men,501,148,27,1
2020-05-22,10-19,men,802,141,15,3
2020-05-22,20-29,men,4683,690,49,15
2020-05-22,30-39,men,8754,1944,163,42
2020-05-22,40-49,men,14817,5104,495,140
2020-05-22,50-59,men,18885,8369,1095,465
2020-05-22,60-69,men,18369,10557,1789,1282
2020-05-22,70-79,men,18414,12377,1525,3321
2020-05-22,80-89,men,16372,9653,178,4656
2020-05-22,90 y +,men,5373,2447,22,1683
2020-05-22,Total,men,106970,51430,5358,11608
